CCTV11 | 测试失败 | http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
辽宁卫视 | 测试失败 | http://111.43.126.240:9003/hls/57/index.m3u8
辽宁卫视 | 0.07 MB/s | http://112.46.85.38:8009/hls/54/index.m3u8
辽宁卫视 | 0.08 MB/s | http://112.46.85.60:8009/hls/54/index.m3u8
重庆卫视 | 测试失败 | http://111.63.117.13:6060/030000001000/G_CHONGQING/G_CHONGQING.m3u8
重庆卫视 | 测试失败 | http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226409/index.m3u8
重庆卫视 | 测试失败 | http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226409/index.m3u8
重庆卫视 | 测试失败 | http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视 | 测试失败 | http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226409/index.m3u8
重庆卫视 | 测试失败 | http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226409/index.m3u8
重庆卫视 | 0.97 MB/s | http://taihang.coccc.online:808/hls/48/index.m3u8
重庆卫视 | 测试失败 | http://39.135.133.178/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视 | 测试失败 | http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
陕西卫视 | 1.00 MB/s | http://120.211.51.175:8081/hls/48/index.m3u8
重庆卫视 | 0.12 MB/s | http://112.46.85.60:8009/hls/43/index.m3u8
重庆卫视 | 0.14 MB/s | http://112.46.85.38:8009/hls/43/index.m3u8
重庆卫视高清 | 0.08 MB/s | http://111.43.126.240:9003/hls/55/index.m3u8
陕西卫视 | 测试失败 | http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
陕西卫视 | 测试失败 | http://111.43.126.240:9003/hls/68/index.m3u8
陕西卫视 | 0.11 MB/s | http://112.46.85.38:8009/hls/17/index.m3u8
陕西卫视 | 0.14 MB/s | http://112.46.85.60:8009/hls/17/index.m3u8
青海卫视 | 测试失败 | http://111.63.117.13:6060/030000001000/G_QINGHAI/G_QINGHAI.m3u8
青海卫视 | 测试失败 | http://111.43.126.240:9003/hls/59/index.m3u8
青海卫视 | 测试失败 | http://39.135.133.164/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视 | 0.09 MB/s | http://112.46.85.38:8009/hls/58/index.m3u8
黑龙江卫视 | 测试失败 | http://111.63.117.13:6060/030000001000/G_HEILONGJIANG-CQ/G_HEILONGJIANG-CQ.m3u8
青海卫视 | 0.12 MB/s | http://112.46.85.60:8009/hls/58/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.161/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226327/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226327/index.m3u8
山东体育 | 1.24 MB/s | http://58.58.111.222:808/hls/62/index.m3u8
山东少儿 | 1.28 MB/s | http://58.58.111.222:808/hls/65/index.m3u8
黑龙江卫视 | 测试失败 | http://39.135.133.167:80/TVOD/88888888/224/3221225985/main.m3u8
北京纪实 | 0.73 MB/s | http://120.211.51.175:8081/hls/86/index.m3u8
河北三农 | 3.04 MB/s | http://120.211.62.180:8000/hls/25/index.m3u8
龙江卫视 | 测试失败 | http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
河北影视 | 1.27 MB/s | http://120.211.62.180:8000/hls/22/index.m3u8
北京体育 | 测试失败 | http://111.63.117.13:6060/030000001000/G_BEIJING/G_BEIJING.m3u8
河北三农 | 0.99 MB/s | http://taihang.coccc.online:808/hls/29/index.m3u8
河北少儿 | 0.98 MB/s | http://120.211.62.180:8000/hls/23/index.m3u8
河北文旅 | 1.40 MB/s | http://120.211.62.180:8000/hls/24/index.m3u8
河北经济 | 1.02 MB/s | http://120.211.62.180:8000/hls/20/index.m3u8
山东教育 | 0.20 MB/s | http://120.211.51.175:8081/hls/62/index.m3u8
浙江少儿 | 15.35 MB/s | https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际 | 15.63 MB/s | https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
河北都市 | 0.94 MB/s | http://120.211.62.180:8000/hls/21/index.m3u8
浙江教科 | 13.12 MB/s | https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江新闻 | 8.56 MB/s | https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江民生 | 6.89 MB/s | https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济 | 5.08 MB/s | https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江 | 10.29 MB/s | https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
河北三农 | 0.23 MB/s | http://120.211.51.175:8081/hls/22/index.m3u8
河北少儿 | 0.18 MB/s | http://120.211.51.175:8081/hls/20/index.m3u8
河北文旅 | 0.12 MB/s | http://120.211.51.175:8081/hls/21/index.m3u8
河北经济 | 0.10 MB/s | http://120.211.51.175:8081/hls/17/index.m3u8
河北都市 | 0.30 MB/s | http://120.211.51.175:8081/hls/18/index.m3u8
陕西一套 | 0.14 MB/s | http://112.46.85.38:8009/hls/18/index.m3u8
陕西一套 | 0.05 MB/s | http://112.46.85.60:8009/hls/18/index.m3u8
陕西七套 | 0.10 MB/s | http://112.46.85.60:8009/hls/24/index.m3u8
陕西七套 | 0.15 MB/s | http://112.46.85.38:8009/hls/24/index.m3u8
陕西三套 | 0.13 MB/s | http://112.46.85.60:8009/hls/20/index.m3u8
陕西三套 | 0.09 MB/s | http://112.46.85.38:8009/hls/20/index.m3u8
陕西二套 | 0.10 MB/s | http://112.46.85.38:8009/hls/19/index.m3u8
陕西二套 | 0.09 MB/s | http://112.46.85.60:8009/hls/19/index.m3u8
陕西五套 | 0.08 MB/s | http://112.46.85.60:8009/hls/22/index.m3u8
陕西五套 | 0.14 MB/s | http://112.46.85.38:8009/hls/22/index.m3u8
陕西八套 | 0.09 MB/s | http://112.46.85.38:8009/hls/62/index.m3u8
陕西八套 | 0.11 MB/s | http://112.46.85.60:8009/hls/62/index.m3u8
陕西六套 | 0.18 MB/s | http://112.46.85.60:8009/hls/23/index.m3u8
陕西六套 | 0.16 MB/s | http://112.46.85.38:8009/hls/23/index.m3u8
黑龙江农业科教 | 测试失败 | http://39.135.133.158/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿 | 测试失败 | http://39.135.133.172/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江公共 | 测试失败 | http://111.43.126.240:9003/hls/11/index.m3u8
黑龙江影视 | 测试失败 | http://39.135.133.158/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江少儿 | 0.06 MB/s | http://111.43.126.240:9003/hls/12/index.m3u8
TVB星河 | 1.34 MB/s | http://taihang.coccc.online:808/hls/346/index.m3u8
黑龙江影视 | 测试失败 | http://111.43.126.240:9003/hls/7/index.m3u8
黑龙江文体 | 测试失败 | http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江文体 | 0.06 MB/s | http://111.43.126.240:9003/hls/8/index.m3u8
黑龙江新闻法治 | 测试失败 | http://39.135.133.180/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市 | 测试失败 | http://39.135.133.169/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江新闻 | 0.07 MB/s | http://111.43.126.240:9003/hls/10/index.m3u8
TVB翡翠台 | 0.17 MB/s | http://taihang.coccc.online:808/hls/345/index.m3u8
翡翠台 | 0.11 MB/s | http://taihang.coccc.online:808/hls/344/index.m3u8
凤凰卫视电影台 | 0.10 MB/s | http://taihang.coccc.online:808/hls/351/index.m3u8
凤凰卫视资讯台 | 0.15 MB/s | http://taihang.coccc.online:808/hls/349/index.m3u8
凤凰卫视香港台 | 0.08 MB/s | http://taihang.coccc.online:808/hls/391/index.m3u8
保定新闻 | 1.01 MB/s | http://120.211.51.175:8081/hls/73/index.m3u8
凤凰中文 | 0.38 MB/s | http://taihang.coccc.online:808/hls/348/index.m3u8
面包台 | 0.10 MB/s | https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
番薯 | 0.12 MB/s | http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
人间卫视 | 0.32 MB/s | http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
佳木斯综合 | 测试失败 | http://39.135.133.159/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
番薯 | 0.09 MB/s | http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
哈尔滨影视 | 测试失败 | http://39.135.133.142/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
哈尔滨影视 | 测试失败 | http://111.43.126.240:9003/hls/5/index.m3u8
哈尔滨新闻 | 测试失败 | http://111.43.126.240:9003/hls/1/index.m3u8
哈尔滨生活 | 测试失败 | http://39.135.133.179/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
湘潭新闻 | 1.13 MB/s | http://taihang.coccc.online:808/hls/94/index.m3u8
哈尔滨生活 | 0.07 MB/s | http://111.43.126.240:9003/hls/3/index.m3u8
哈尔滨综合 | 测试失败 | http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8
唐山影视 | 0.33 MB/s | http://120.211.51.175:8081/hls/66/index.m3u8
唐山新闻 | 0.33 MB/s | http://120.211.51.175:8081/hls/75/index.m3u8
大庆教育 | 测试失败 | http://39.135.133.140/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
沧州新闻 | 0.24 MB/s | http://120.211.51.175:8081/hls/93/index.m3u8
菏泽3 | 0.63 MB/s | http://taihang.coccc.online:808/hls/61/index.m3u8
沧州影视 | 测试失败 | http://120.211.51.175:8081/hls/95/index.m3u8
绍兴影视 | 0.45 MB/s | http://taihang.coccc.online:808/hls/64/index.m3u8
牡丹江综合 | 测试失败 | http://39.135.135.61/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
石家庄城市 | 0.37 MB/s | http://120.211.51.175:8081/hls/25/index.m3u8
西安一套 | 0.15 MB/s | http://112.46.85.60:8009/hls/28/index.m3u8
西安一套 | 0.11 MB/s | http://112.46.85.38:8009/hls/28/index.m3u8
石家庄新闻 | 0.37 MB/s | http://120.211.51.175:8081/hls/23/index.m3u8
西安二套 | 0.11 MB/s | http://112.46.85.38:8009/hls/29/index.m3u8
西安二套 | 0.06 MB/s | http://112.46.85.60:8009/hls/29/index.m3u8
西安商务资讯 | 0.10 MB/s | http://112.46.85.38:8009/hls/82/index.m3u8
邢台城市 | 0.73 MB/s | http://120.211.62.180:8000/hls/29/index.m3u8
西安戏曲影视 | 0.07 MB/s | http://112.46.85.38:8009/hls/83/index.m3u8
西安商务资讯 | 测试失败 | http://112.46.85.60:8009/hls/82/index.m3u8
西安戏曲影视 | 0.08 MB/s | http://112.46.85.60:8009/hls/83/index.m3u8
邢台综合 | 0.52 MB/s | http://120.211.62.180:8000/hls/27/index.m3u8
西安教育 | 0.07 MB/s | http://112.46.85.60:8009/hls/85/index.m3u8
西安教育 | 0.13 MB/s | http://112.46.85.38:8009/hls/85/index.m3u8
鹤岗综合 | 测试失败 | http://39.135.133.173/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
CETV-1 | 测试失败 | http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-1 | 测试失败 | http://111.43.126.240:9003/hls/34/index.m3u8
CETV-2 | 测试失败 | http://39.135.133.149/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV1 | 0.96 MB/s | http://120.211.51.175:8081/hls/85/index.m3u8
CETV-2 | 测试失败 | http://111.43.126.240:9003/hls/35/index.m3u8
CETV-4 | 测试失败 | http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV1 | 测试失败 | http://111.63.117.13:6060/030000001000/G_CETV-1/G_CETV-1.m3u8
CETV-4 | 0.05 MB/s | http://111.43.126.240:9003/hls/36/index.m3u8
上虞新闻 | 0.99 MB/s | http://taihang.coccc.online:808/hls/84/index.m3u8
CETV2 | 0.48 MB/s | http://120.211.51.175:8081/hls/24/index.m3u8
CETV2 | 测试失败 | http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
CETV4 | 测试失败 | http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8
东北热剧 | 测试失败 | http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
中国交通 | 0.50 MB/s | http://120.211.51.175:8081/hls/97/index.m3u8
东北热剧 | 测试失败 | http://39.135.133.140/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
中国功夫 | 测试失败 | http://39.135.135.28:80/PLTV/88888888/224/3221225679/1.m3u8
东北热剧 | 测试失败 | http://111.43.126.240:9003/hls/78/index.m3u8
中国功夫 | 测试失败 | http://39.135.133.172/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
中国功夫 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225679/1.m3u8
之江纪录 | 6.89 MB/s | https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
中国功夫 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
中学生 | 0.97 MB/s | http://120.211.51.175:8081/hls/92/index.m3u8
中国功夫 | 测试失败 | http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
中国功夫 | 测试失败 | http://39.134.65.62:80/wh7f454c46tw2070901039_-123359714/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
中国功夫 | 测试失败 | http://39.135.133.177:80/wh7f454c46tw2070901039_123359714/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
中国功夫 | 测试失败 | http://39.134.65.106/wh7f454c46tw2070901039_123359714/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
中国功夫 | 0.05 MB/s | http://111.43.126.240:9003/hls/96/index.m3u8
优漫卡通 | 测试失败 | http://111.63.117.13:6060/030000001000/G_YOUMAN/G_YOUMAN.m3u8
全记实 | 0.11 MB/s | http://112.46.85.38:8009/hls/75/index.m3u8
军事评论 | 测试失败 | http://39.135.133.154:80/PLTV/88888888/224/3221225535/1.m3u8
全记实 | 0.13 MB/s | http://112.46.85.60:8009/hls/75/index.m3u8
优漫卡通 | 测试失败 | http://111.43.126.240:9003/hls/74/index.m3u8
军事评论 | 测试失败 | http://39.135.133.155:80/PLTV/88888888/224/3221225535/1.m3u8
军事评论 | 测试失败 | http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
军事评论 | 测试失败 | http://111.43.126.240:9003/hls/91/index.m3u8
军事评论 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225535/1.m3u8
军事评论 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
军事评论 | 测试失败 | http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
军旅剧场 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225560/1.m3u8
军旅剧场 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
军旅剧场 | 0.06 MB/s | http://111.43.126.240:9003/hls/82/index.m3u8
军旅剧场 | 测试失败 | http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
农业致富 | 测试失败 | http://39.135.133.169/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
农业致富 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225604/1.m3u8
农业致富 | 测试失败 | http://39.135.133.177:80/PLTV/88888888/224/3221225604/1.m3u8
农业致富 | 测试失败 | http://111.43.126.240:9003/hls/92/index.m3u8
动作电影 | 测试失败 | http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
卡酷少儿 | 测试失败 | http://120.211.51.175:8081/hls/57/index.m3u8
动作电影 | 测试失败 | http://39.135.133.167:80/PLTV/88888888/224/3221225555/1.m3u8
动作电影 | 测试失败 | http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
动作电影 | 测试失败 | http://111.43.126.240:9003/hls/75/index.m3u8
卡酷少儿 | 测试失败 | http://111.63.117.13:6060/030000001000/G_KAKU/G_KAKU.m3u8
卡酷少儿 | 0.09 MB/s | http://112.46.85.60:8009/hls/69/index.m3u8
卡酷少儿 | 测试失败 | http://111.43.126.240:9003/hls/71/index.m3u8
动漫秀场 | 测试失败 | http://www.cdnstv.com:6398/hls/1180/index.m3u8
古装剧场 | 测试失败 | http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
古装剧场 | 测试失败 | http://39.135.133.155:80/PLTV/88888888/224/3221225524/1.m3u8
卡酷少儿 | 0.09 MB/s | http://112.46.85.38:8009/hls/69/index.m3u8
古装剧场 | 测试失败 | http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
古装剧场 | 测试失败 | http://39.135.133.154:80/PLTV/88888888/224/3221225524/1.m3u8
古装剧场 | 测试失败 | http://39.135.133.154:80/wh7f454c46tw1189323424_1519965141/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
古装剧场 | 测试失败 | http://39.135.133.155:80/TVOD/88888888/224/3221225524/main.m3u8
古装剧场 | 测试失败 | http://39.135.133.155:80/wh7f454c46tw1189323424_1519965141/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
古装剧场 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225524/1.m3u8
古装剧场 | 测试失败 | http://39.134.65.73:80/PLTV/88888888/224/3221225524/1.m3u8
哈哈炫动 | 测试失败 | http://111.43.126.240:9003/hls/72/index.m3u8
古装剧场 | 测试失败 | http://39.135.133.154:80/TVOD/88888888/224/3221225524/main.m3u8
古装剧场 | 测试失败 | http://39.135.133.174:80/wh7f454c46tw1189323424_1519965141/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
哈哈炫动 | 0.92 MB/s | http://5vn.cn:9003/hls/86/index.m3u8
古装剧场 | 测试失败 | http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
古装剧场 | 测试失败 | http://39.135.133.174:80/PLTV/88888888/224/3221225524/1.m3u8
哈哈炫动 | 0.11 MB/s | http://116.228.170.214:9003/hls/92/index.m3u8
哈哈炫动 | 0.15 MB/s | http://www.cdnstv.com:6398/hls/1152/index.m3u8
古装剧场 | 测试失败 | http://111.43.126.240:9003/hls/81/index.m3u8
哒啵赛事 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
国学频道 | 1.00 MB/s | http://120.211.51.175:8081/hls/88/index.m3u8
嘉佳卡通 | 0.20 MB/s | http://www.cdnstv.com:6398/hls/1150/index.m3u8
哒啵赛事 | 测试失败 | http://111.43.126.240:9003/hls/101/index.m3u8
嗨看暑假 | 测试失败 | http://111.43.126.240:9003/hls/79/index.m3u8
怀旧剧场 | 3.00 MB/s | http://taihang.coccc.online:808/hls/27/index.m3u8
嘉佳卡通 | 0.06 MB/s | http://112.46.85.60:8009/hls/66/index.m3u8
嘉佳卡通 | 0.12 MB/s | http://112.46.85.38:8009/hls/66/index.m3u8
家庭剧场 | 测试失败 | http://39.135.133.148/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
快乐垂钓 | 0.49 MB/s | http://120.211.51.175:8081/hls/60/index.m3u8
家庭剧场 | 测试失败 | http://111.43.126.240:9003/hls/83/index.m3u8
怡伴健康 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
怡伴健康 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225571/1.m3u8
怀旧剧场 | 0.42 MB/s | http://120.211.51.175:8081/hls/84/index.m3u8
怡伴健康 | 测试失败 | http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
惊悚悬疑 | 测试失败 | http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
惊悚悬疑 | 测试失败 | http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
惊悚悬疑 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
惊悚悬疑 | 测试失败 | http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
搏击世界 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225547/1.m3u8
文化精品 | 0.38 MB/s | http://120.211.51.175:8081/hls/91/index.m3u8
惊辣悬疑 | 测试失败 | http://111.43.126.240:9003/hls/77/index.m3u8
文物宝库 | 0.13 MB/s | http://120.211.51.175:8081/hls/69/index.m3u8
新闻综合 | 测试失败 | http://39.135.133.173/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
新动漫 | 0.21 MB/s | http://58.17.48.228:808/hls/100/index.m3u8
武博世界 | 测试失败 | http://111.43.126.240:9003/hls/95/index.m3u8
早期教育 | 0.27 MB/s | http://120.211.51.175:8081/hls/81/index.m3u8
明星大片 | 测试失败 | http://39.135.135.28:80/PLTV/88888888/224/3221225682/1.m3u8
明星大片 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225682/1.m3u8
明星大片 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
梨园频道 | 0.52 MB/s | http://120.211.51.175:8081/hls/89/index.m3u8
欢乐剧场 | 测试失败 | http://39.135.133.170/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
武博世界 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
海外剧场 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
漠河综合 | 测试失败 | http://39.135.133.140/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8
潮妈辣婆 | 测试失败 | http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
潮妈辣婆 | 测试失败 | http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
潮妈辣婆 | 测试失败 | http://39.135.133.154:80/PLTV/88888888/224/3221225542/1.m3u8
潮妈辣婆 | 测试失败 | http://39.135.133.155:80/PLTV/88888888/224/3221225542/1.m3u8
潮妈辣妹 | 测试失败 | http://111.43.126.240:9003/hls/94/index.m3u8
潮妈辣婆 | 测试失败 | http://39.135.133.154:80/TVOD/88888888/224/3221225542/main.m3u8
潮妈辣婆 | 测试失败 | http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
潮妈辣婆 | 测试失败 | http://39.134.65.65:80/TVOD/88888888/224/3221225542/main.m3u8
潮妈辣婆 | 测试失败 | http://39.134.65.76:80/wh7f454c46tw1933284823_1929264018/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
潮妈辣婆 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225521/1.m3u8
潮妈辣婆 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225542/1.m3u8
潮妈辣婆 | 测试失败 | http://39.134.65.73:80/PLTV/88888888/224/3221225542/1.m3u8
炫动卡通 | 0.06 MB/s | http://111.43.126.240:9003/hls/72/index.m3u8
炫舞未来 | 测试失败 | http://111.43.126.240:9003/hls/102/index.m3u8
炫舞未来 | 测试失败 | http://39.135.133.157:80/PLTV/88888888/224/3221225646/1.m3u8
炫舞未来 | 测试失败 | http://39.135.133.177:80/PLTV/88888888/224/3221225646/1.m3u8
炫舞未来 | 测试失败 | http://39.135.133.157/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
炫舞未来 | 测试失败 | http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
